series_id,year,period,value,period_name
CES0500000008,2023,M10,29.29,October
CES0500000008,2023,M09,29.18,September
CES0500000008,2023,M08,29.09,August
CES0500000008,2023,M07,29.03,July
CES0500000008,2023,M06,28.9,June
CES0500000008,2023,M05,28.79,May
CES0500000008,2023,M04,28.68,April
CES0500000008,2023,M03,28.58,March
CES0500000008,2023,M02,28.42,February
CES0500000008,2023,M01,28.31,January
CES0500000008,2022,M12,28.23,December
CES0500000008,2022,M11,28.13,November
CES0500000008,2022,M10,28.0,October
CES0500000008,2022,M09,27.86,September
CES0500000008,2022,M08,27.75,August
CES0500000008,2022,M07,27.66,July
CES0500000008,2022,M06,27.53,June
CES0500000008,2022,M05,27.39,May
CES0500000008,2022,M04,27.27,April
CES0500000008,2022,M03,27.11,March
CES0500000008,2022,M02,26.97,February
CES0500000008,2022,M01,26.9,January
CES0500000008,2021,M12,26.76,December
CES0500000008,2021,M11,26.57,November
CES0500000008,2021,M10,26.46,October
CES0500000008,2021,M09,26.3,September
CES0500000008,2021,M08,26.12,August
CES0500000008,2021,M07,25.96,July
CES0500000008,2021,M06,25.81,June
CES0500000008,2021,M05,25.68,May
CES0500000008,2021,M04,25.51,April
CES0500000008,2021,M03,25.34,March
CES0500000008,2021,M02,25.25,February
CES0500000008,2021,M01,25.17,January
CES0500000008,2020,M12,25.16,December
CES0500000008,2020,M11,24.93,November
CES0500000008,2020,M10,24.85,October
CES0500000008,2020,M09,24.81,September
CES0500000008,2020,M08,24.82,August
CES0500000008,2020,M07,24.69,July
CES0500000008,2020,M06,24.79,June
CES0500000008,2020,M05,24.99,May
CES0500000008,2020,M04,25.14,April
CES0500000008,2020,M03,24.15,March
CES0500000008,2020,M02,24.01,February
CES0500000008,2020,M01,23.91,January
LNS11000000,2024,M11,168286.0,November
LNS12000000,2024,M11,161141.0,November
LNS13000000,2024,M11,7145.0,November
LNS14000000,2024,M11,4.2,November
CES0000000001,2024,M11,159288.0,November
CES0000000001,2024,M10,159061.0,October
CES0000000001,2024,M09,159025.0,September
CES0500000002,2024,M11,34.3,November
CES0500000002,2024,M10,34.2,October
CES0500000007,2024,M11,33.7,November
CES0500000007,2024,M09,33.7,September
CES0500000003,2024,M11,35.61,November
CES0500000003,2024,M10,35.48,October
CES0500000008,2024,M11,30.57,November
LNS11000000,2024,M12,168547,December
LNS11000000,2024,M11,168304,November
LNS11000000,2024,M10,168428,October
LNS11000000,2024,M09,168703,September
LNS11000000,2024,M08,168496,August
LNS11000000,2024,M07,168315,July
LNS11000000,2024,M06,168005,June
LNS11000000,2024,M05,167799,May
LNS11000000,2024,M04,167988,April
LNS11000000,2024,M03,167922,March
LNS11000000,2024,M02,167475,February
LNS11000000,2024,M01,167339,January
LNS11000000,2023,M12,167439,December
LNS11000000,2023,M11,168140,November
LNS11000000,2023,M10,167690,October
LNS11000000,2023,M09,167767,September
LNS11000000,2023,M08,167759,August
LNS11000000,2023,M07,167103,July
LNS11000000,2023,M06,166937,June
LNS11000000,2023,M05,166886,May
LNS11000000,2023,M04,166725,April
LNS11000000,2023,M03,166651,March
LNS11000000,2023,M02,166358,February
LNS11000000,2023,M01,165964,January
LNS11000000,2022,M12,165025,December
LNS11000000,2022,M11,164450,November
LNS11000000,2022,M10,164648,October
LNS11000000,2022,M09,164602,September
LNS11000000,2022,M08,164654,August
LNS11000000,2022,M07,164026,July
LNS11000000,2022,M06,164046,June
LNS11000000,2022,M05,164362,May
LNS11000000,2022,M04,163893,April
LNS11000000,2022,M03,164220,March
LNS11000000,2022,M02,163899,February
LNS11000000,2022,M01,163627,January
LNS11000000,2021,M12,162497,December
LNS11000000,2021,M11,162281,November
LNS11000000,2021,M10,161754,October
LNS11000000,2021,M09,161495,September
LNS11000000,2021,M08,161527,August
LNS11000000,2021,M07,161504,July
LNS11000000,2021,M06,161197,June
LNS11000000,2021,M05,160800,May
LNS11000000,2021,M04,160843,April
LNS11000000,2021,M03,160400,March
LNS11000000,2021,M02,160184,February
LNS11000000,2021,M01,160088,January
LNS11000000,2020,M12,160745,December
LNS11000000,2020,M11,160629,November
LNS11000000,2020,M10,161003,October
LNS11000000,2020,M09,160174,September
LNS11000000,2020,M08,160706,August
LNS11000000,2020,M07,160132,July
LNS11000000,2020,M06,159994,June
LNS11000000,2020,M05,158101,May
LNS11000000,2020,M04,156269,April
LNS11000000,2020,M03,162559,March
LNS11000000,2020,M02,164467,February
LNS11000000,2020,M01,164377,January
LNS12000000,2024,M12,161661,December
LNS12000000,2024,M11,161183,November
LNS12000000,2024,M10,161456,October
LNS12000000,2024,M09,161802,September
LNS12000000,2024,M08,161425,August
LNS12000000,2024,M07,161219,July
LNS12000000,2024,M06,161155,June
LNS12000000,2024,M05,161164,May
LNS12000000,2024,M04,161495,April
LNS12000000,2024,M03,161425,March
LNS12000000,2024,M02,161013,February
LNS12000000,2024,M01,161190,January
LNS12000000,2023,M12,161124,December
LNS12000000,2023,M11,161886,November
LNS12000000,2023,M10,161211,October
LNS12000000,2023,M09,161442,September
LNS12000000,2023,M08,161475,August
LNS12000000,2023,M07,161183,July
LNS12000000,2023,M06,160979,June
LNS12000000,2023,M05,160796,May
LNS12000000,2023,M04,160974,April
LNS12000000,2023,M03,160812,March
LNS12000000,2023,M02,160395,February
LNS12000000,2023,M01,160217,January
LNS12000000,2022,M12,159259,December
LNS12000000,2022,M11,158507,November
LNS12000000,2022,M10,158684,October
LNS12000000,2022,M09,158810,September
LNS12000000,2022,M08,158735,August
LNS12000000,2022,M07,158258,July
LNS12000000,2022,M06,158094,June
LNS12000000,2022,M05,158378,May
LNS12000000,2022,M04,157891,April
LNS12000000,2022,M03,158206,March
LNS12000000,2022,M02,157598,February
LNS12000000,2022,M01,157115,January
LNS12000000,2021,M12,156099,December
LNS12000000,2021,M11,155530,November
LNS12000000,2021,M10,154475,October
LNS12000000,2021,M09,153843,September
LNS12000000,2021,M08,153250,August
LNS12000000,2021,M07,152773,July
LNS12000000,2021,M06,151734,June
LNS12000000,2021,M05,151535,May
LNS12000000,2021,M04,151081,April
LNS12000000,2021,M03,150644,March
LNS12000000,2021,M02,150189,February
LNS12000000,2021,M01,149852,January
LNS12000000,2020,M12,149975,December
LNS12000000,2020,M11,149934,November
LNS12000000,2020,M10,149931,October
LNS12000000,2020,M09,147620,September
LNS12000000,2020,M08,147245,August
LNS12000000,2020,M07,143779,July
LNS12000000,2020,M06,142342,June
LNS12000000,2020,M05,137173,May
LNS12000000,2020,M04,133185,April
LNS12000000,2020,M03,155353,March
LNS12000000,2020,M02,158714,February
LNS12000000,2020,M01,158508,January
LNS13000000,2024,M12,6886,December
LNS13000000,2024,M11,7121,November
LNS13000000,2024,M10,6972,October
LNS13000000,2024,M09,6901,September
LNS13000000,2024,M08,7071,August
LNS13000000,2024,M07,7097,July
LNS13000000,2024,M06,6849,June
LNS13000000,2024,M05,6635,May
LNS13000000,2024,M04,6492,April
LNS13000000,2024,M03,6497,March
LNS13000000,2024,M02,6462,February
LNS13000000,2024,M01,6149,January
LNS13000000,2023,M12,6315,December
LNS13000000,2023,M11,6254,November
LNS13000000,2023,M10,6479,October
LNS13000000,2023,M09,6326,September
LNS13000000,2023,M08,6284,August
LNS13000000,2023,M07,5920,July
LNS13000000,2023,M06,5958,June
LNS13000000,2023,M05,6089,May
LNS13000000,2023,M04,5751,April
LNS13000000,2023,M03,5839,March
LNS13000000,2023,M02,5962,February
LNS13000000,2023,M01,5747,January
LNS13000000,2022,M12,5766,December
LNS13000000,2022,M11,5943,November
LNS13000000,2022,M10,5964,October
LNS13000000,2022,M09,5792,September
LNS13000000,2022,M08,5919,August
LNS13000000,2022,M07,5768,July
LNS13000000,2022,M06,5951,June
LNS13000000,2022,M05,5983,May
LNS13000000,2022,M04,6002,April
LNS13000000,2022,M03,6014,March
LNS13000000,2022,M02,6301,February
LNS13000000,2022,M01,6512,January
LNS13000000,2021,M12,6398,December
LNS13000000,2021,M11,6751,November
LNS13000000,2021,M10,7279,October
LNS13000000,2021,M09,7652,September
LNS13000000,2021,M08,8276,August
LNS13000000,2021,M07,8731,July
LNS13000000,2021,M06,9462,June
LNS13000000,2021,M05,9266,May
LNS13000000,2021,M04,9762,April
LNS13000000,2021,M03,9756,March
LNS13000000,2021,M02,9995,February
LNS13000000,2021,M01,10236,January
LNS13000000,2020,M12,10770,December
LNS13000000,2020,M11,10694,November
LNS13000000,2020,M10,11072,October
LNS13000000,2020,M09,12554,September
LNS13000000,2020,M08,13461,August
LNS13000000,2020,M07,16352,July
LNS13000000,2020,M06,17652,June
LNS13000000,2020,M05,20929,May
LNS13000000,2020,M04,23084,April
LNS13000000,2020,M03,7206,March
LNS13000000,2020,M02,5753,February
LNS13000000,2020,M01,5869,January
LNS14000000,2024,M12,4.1,December
LNS14000000,2024,M11,4.2,November
LNS14000000,2024,M10,4.1,October
LNS14000000,2024,M09,4.1,September
LNS14000000,2024,M08,4.2,August
LNS14000000,2024,M07,4.2,July
LNS14000000,2024,M06,4.1,June
LNS14000000,2024,M05,4.0,May
LNS14000000,2024,M04,3.9,April
LNS14000000,2024,M03,3.9,March
LNS14000000,2024,M02,3.9,February
LNS14000000,2024,M01,3.7,January
LNS14000000,2023,M12,3.8,December
LNS14000000,2023,M11,3.7,November
LNS14000000,2023,M10,3.9,October
LNS14000000,2023,M09,3.8,September
LNS14000000,2023,M08,3.7,August
LNS14000000,2023,M07,3.5,July
LNS14000000,2023,M06,3.6,June
LNS14000000,2023,M05,3.6,May
LNS14000000,2023,M04,3.4,April
LNS14000000,2023,M03,3.5,March
LNS14000000,2023,M02,3.6,February
LNS14000000,2023,M01,3.5,January
LNS14000000,2022,M12,3.5,December
LNS14000000,2022,M11,3.6,November
LNS14000000,2022,M10,3.6,October
LNS14000000,2022,M09,3.5,September
LNS14000000,2022,M08,3.6,August
LNS14000000,2022,M07,3.5,July
LNS14000000,2022,M06,3.6,June
LNS14000000,2022,M05,3.6,May
LNS14000000,2022,M04,3.7,April
LNS14000000,2022,M03,3.7,March
LNS14000000,2022,M02,3.8,February
LNS14000000,2022,M01,4.0,January
LNS14000000,2021,M12,3.9,December
LNS14000000,2021,M11,4.2,November
LNS14000000,2021,M10,4.5,October
LNS14000000,2021,M09,4.7,September
LNS14000000,2021,M08,5.1,August
LNS14000000,2021,M07,5.4,July
LNS14000000,2021,M06,5.9,June
LNS14000000,2021,M05,5.8,May
LNS14000000,2021,M04,6.1,April
LNS14000000,2021,M03,6.1,March
LNS14000000,2021,M02,6.2,February
LNS14000000,2021,M01,6.4,January
LNS14000000,2020,M12,6.7,December
LNS14000000,2020,M11,6.7,November
LNS14000000,2020,M10,6.9,October
LNS14000000,2020,M09,7.8,September
LNS14000000,2020,M08,8.4,August
LNS14000000,2020,M07,10.2,July
LNS14000000,2020,M06,11.0,June
LNS14000000,2020,M05,13.2,May
LNS14000000,2020,M04,14.8,April
LNS14000000,2020,M03,4.4,March
LNS14000000,2020,M02,3.5,February
LNS14000000,2020,M01,3.6,January
CES0000000001,2024,M12,159536,December
CES0000000001,2024,M11,159280,November
CES0000000001,2024,M10,159068,October
CES0000000001,2024,M09,159025,September
CES0000000001,2024,M08,158770,August
CES0000000001,2024,M07,158692,July
CES0000000001,2024,M06,158548,June
CES0000000001,2024,M05,158430,May
CES0000000001,2024,M04,158214,April
CES0000000001,2024,M03,158106,March
CES0000000001,2024,M02,157796,February
CES0000000001,2024,M01,157560,January
CES0000000001,2023,M12,157304,December
CES0000000001,2023,M11,157014,November
CES0000000001,2023,M10,156832,October
CES0000000001,2023,M09,156667,September
CES0000000001,2023,M08,156421,August
CES0000000001,2023,M07,156211,July
CES0000000001,2023,M06,156027,June
CES0000000001,2023,M05,155787,May
CES0000000001,2023,M04,155484,April
CES0000000001,2023,M03,155206,March
CES0000000001,2023,M02,155060,February
CES0000000001,2023,M01,154773,January
CES0000000001,2022,M12,154291,December
CES0000000001,2022,M11,154155,November
CES0000000001,2022,M10,153897,October
CES0000000001,2022,M09,153536,September
CES0000000001,2022,M08,153281,August
CES0000000001,2022,M07,153038,July
CES0000000001,2022,M06,152348,June
CES0000000001,2022,M05,151928,May
CES0000000001,2022,M04,151642,April
CES0000000001,2022,M03,151370,March
CES0000000001,2022,M02,150876,February
CES0000000001,2022,M01,150014,January
CES0000000001,2021,M12,149763,December
CES0000000001,2021,M11,149197,November
CES0000000001,2021,M10,148566,October
CES0000000001,2021,M09,147706,September
CES0000000001,2021,M08,147226,August
CES0000000001,2021,M07,146761,July
CES0000000001,2021,M06,145822,June
CES0000000001,2021,M05,145044,May
CES0000000001,2021,M04,144593,April
CES0000000001,2021,M03,144274,March
CES0000000001,2021,M02,143443,February
CES0000000001,2021,M01,142916,January
CES0000000001,2020,M12,142518,December
CES0000000001,2020,M11,142761,November
CES0000000001,2020,M10,142493,October
CES0000000001,2020,M09,141820,September
CES0000000001,2020,M08,140774,August
CES0000000001,2020,M07,139240,July
